   38.6044922       121615568.    
   38.6044922       121615568.    
   38.6044922       121615568.    
   38.6044922       121615568.    
   38.6044884       104670240.    
   38.6044884       104670240.    
   38.6044884       104670240.    
   38.6044884       104670240.    
   38.6044884       104670240.    
   38.6044884       104670240.    
   38.6044846       92318928.0    
   38.6044846       92318928.0    
   38.6044846       92318928.0    
   38.6044846       92318928.0    
   38.6044846       92318928.0    
   38.6044846       92318928.0    
   38.6044807       84257824.0    
   38.6044807       84257824.0    
   38.6044807       84257824.0    
   38.6044807       84257824.0    
   38.6044807       84257824.0    
   38.6044807       84257824.0    
   38.6044769       67451920.0    
   38.6044769       67451920.0    
   38.6044769       67451920.0    
   38.6044769       67451920.0    
   38.6044769       67451920.0    
   38.6044769       67451920.0    
   38.6044731       63017956.0    
   38.6044731       63017956.0    
   38.6044731       63017956.0    
   38.6044731       63017956.0    
   38.6044731       63017956.0    
   38.6044731       63017956.0    
   38.6044693       56452136.0    
   38.6044693       56452136.0    
   38.6044693       56452136.0    
   38.6044693       56452136.0    
   38.6044693       56452136.0    
   38.6044655       48863180.0    
   38.6044655       48863180.0    
   38.6044655       48863180.0    
   38.6044655       48863180.0    
   38.6044655       48863180.0    
   38.6044617       45679152.0    
   38.6044617       45679152.0    
   38.6044617       45679152.0    
   38.6044617       45679152.0    
   38.6044617       45679152.0    
   38.6044579       41367764.0    
   38.6044579       41367764.0    
   38.6044579       41367764.0    
   38.6044579       41367764.0    
   38.6044579       41367764.0    
   38.6044540       38095764.0    
   38.6044540       38095764.0    
   38.6044540       38095764.0    
   38.6044540       38095764.0    
   38.6044540       38095764.0    
   38.6044502       33108226.0    
   38.6044502       33108226.0    
   38.6044502       33108226.0    
   38.6044502       33108226.0    
   38.6044464       29713182.0    
   38.6044464       29713182.0    
   38.6044464       29713182.0    
   38.6044464       29713182.0    
   38.6044426       29191026.0    
   38.6044426       29191026.0    
   38.6044426       29191026.0    
   38.6044426       29191026.0    
   38.6044426       29191026.0    
   38.6044388       24928506.0    
   38.6044388       24928506.0    
   38.6044388       24928506.0    
   38.6044388       24928506.0    
   38.6044350       24355818.0    
   38.6044350       24355818.0    
   38.6044350       24355818.0    
   38.6044350       24355818.0    
   38.6044312       21483624.0    
   38.6044312       21483624.0    
   38.6044312       21483624.0    
   38.6044312       21483624.0    
   38.6044273       20272774.0    
   38.6044273       20272774.0    
   38.6044273       20272774.0    
   38.6044273       20272774.0    
   38.6044235       18688752.0    
   38.6044235       18688752.0    
   38.6044235       18688752.0    
   38.6044235       18688752.0    
   38.6044197       16831252.0    
   38.6044197       16831252.0    
   38.6044197       16831252.0    
   38.6044159       15980673.0    
   38.6044159       15980673.0    
   38.6044159       15980673.0    
   38.6044159       15980673.0    
   38.6044121       13690023.0    
   38.6044121       13690023.0    
   38.6044121       13690023.0    
   38.6044083       14087850.0    
   38.6044083       14087850.0    
   38.6044083       14087850.0    
   38.6044083       14087850.0    
   38.6044044       12461426.0    
   38.6044044       12461426.0    
   38.6044044       12461426.0    
   38.6044006       12195682.0    
   38.6044006       12195682.0    
   38.6044006       12195682.0    
   38.6043968       11075446.0    
   38.6043968       11075446.0    
   38.6043968       11075446.0    
   38.6043968       11075446.0    
   38.6043930       9631022.00    
   38.6043930       9631022.00    
   38.6043930       9631022.00    
   38.6043892       9628752.00    
   38.6043892       9628752.00    
   38.6043892       9628752.00    
   38.6043854       8802667.00    
   38.6043854       8802667.00    
   38.6043854       8802667.00    
   38.6043816       8269503.50    
   38.6043816       8269503.50    
   38.6043816       8269503.50    
   38.6043777       7803389.50    
   38.6043777       7803389.50    
   38.6043777       7803389.50    
   38.6043739       7573897.00    
   38.6043739       7573897.00    
   38.6043739       7573897.00    
   38.6043701       7276311.50    
   38.6043701       7276311.50    
   38.6043663       6209817.00    
   38.6043663       6209817.00    
   38.6043663       6209817.00    
   38.6043625       6295786.00    
   38.6043625       6295786.00    
   38.6043625       6295786.00    
   38.6043587       5865276.50    
   38.6043587       5865276.50    
   38.6043587       5865276.50    
   38.6043549       5246873.00    
   38.6043549       5246873.00    
   38.6043510       5394991.50    
   38.6043510       5394991.50    
   38.6043510       5394991.50    
   38.6043472       4832316.00    
   38.6043472       4832316.00    
   38.6043434       4687168.00    
   38.6043434       4687168.00    
   38.6043434       4687168.00    
   38.6043396       4542079.00    
   38.6043396       4542079.00    
   38.6043358       3976319.25    
   38.6043358       3976319.25    
   38.6043358       3976319.25    
   38.6043320       4076437.25    
   38.6043320       4076437.25    
   38.6043282       3701065.00    
   38.6043282       3701065.00    
   38.6043243       3670187.25    
   38.6043243       3670187.25    
   38.6043243       3670187.25    
   38.6043205       3462261.00    
   38.6043205       3462261.00    
   38.6043167       3181775.75    
   38.6043167       3181775.75    
   38.6043129       3257118.00    
   38.6043129       3257118.00    
   38.6043091       2773674.75    
   38.6043091       2773674.75    
   38.6043091       2773674.75    
   38.6043053       2856289.00    
   38.6043053       2856289.00    
   38.6043015       2691673.50    
   38.6043015       2691673.50    
   38.6042976       2466561.00    
   38.6042976       2466561.00    
   38.6042938       2516486.00    
   38.6042938       2516486.00    
   38.6042900       2383006.00    
   38.6042900       2383006.00    
   38.6042862       2312246.25    
   38.6042862       2312246.25    
   38.6042824       2180309.50    
   38.6042824       2180309.50    
   38.6042786       1925857.25    
   38.6042786       1925857.25    
   38.6042747       2012407.12    
   38.6042747       2012407.12    
   38.6042709       1917577.62    
   38.6042709       1917577.62    
   38.6042671       1832936.00    
   38.6042671       1832936.00    
   38.6042633       1772572.38    
   38.6042595       1713925.25    
   38.6042595       1713925.25    
   38.6042557       1682417.25    
   38.6042557       1682417.25    
   38.6042519       1501067.50    
   38.6042519       1501067.50    
   38.6042480       1449514.50    
   38.6042480       1449514.50    
   38.6042442       1446119.25    
   38.6042404       1337305.62    
   38.6042404       1337305.62    
   38.6042366       1371655.62    
   38.6042366       1371655.62    
   38.6042328       1292114.38    
   38.6042328       1292114.38    
   38.6042290       1282697.62    
   38.6042252       1160623.50    
   38.6042252       1160623.50    
   38.6042213       1106815.12    
   38.6042213       1106815.12    
   38.6042175       1122531.12    
   38.6042137       1081535.00    
   38.6042137       1081535.00    
